/data07/wupeng/dataset/PT_voxaishell_clean/train-small
1578-6379-0038_6415-111615-0009.wav	107120
3440-171009-0023_2911-12359-0019.wav	239440
2817-142371-0020_5393-19218-0035.wav	180560
7367-86737-0104_7402-90848-0037.wav	235520
2007-149877-0058_2092-145706-0072.wav	219120
1040-133433-0040_1455-138263-0032.wav	210080
3259-158083-0087_3607-135982-0031.wav	246560
4680-16026-0034_3112-9554-0020.wav	149120
6848-252323-0013_1235-135884-0040.wav	247360
89-218-0030_412-126975-0087.wav	195920
831-130739-0007_2952-408-0008.wav	158240
87-121553-0098_2764-36616-0006.wav	69040
8312-279791-0040_3983-5371-0004.wav	247040
625-132112-0052_7800-283478-0014.wav	193120
6476-57446-0029_1447-130550-0026.wav	58720
3723-171115-0015_3112-9555-0091.wav	103040
19-198-0036_6818-68772-0039.wav	208320
5049-25947-0112_3486-166424-0064.wav	121040
6209-34601-0016_6415-100596-0035.wav	211920
211-122442-0071_32-21631-0011.wav	61840
1334-135589-0052_19-227-0012.wav	200800
8630-305212-0040_163-122947-0047.wav	215760
4859-29340-0028_3699-47246-0009.wav	192800
163-121908-0003_5789-57195-0004.wav	230880
1737-148989-0034_1447-130550-0014.wav	199760
8747-293952-0007_6476-57446-0065.wav	231680
5022-29405-0028_7859-102519-0045.wav	179920
32-4137-0036_233-134440-0004.wav	209121
7113-86041-0082_8425-292520-0010.wav	237680
8095-274346-0046_1502-122619-0096.wav	165040
5390-30096-0006_7113-86041-0064.wav	191760
1040-133433-0015_2836-5355-0004.wav	80480
311-124404-0082_125-121124-0011.wav	213680
5561-39621-0041_2384-152900-0029.wav	96880
1737-142397-0012_831-130739-0057.wav	106880
4640-19187-0024_426-122821-0030.wav	160640
2836-5354-0045_481-123720-0057.wav	96720
2952-410-0030_1594-135914-0053.wav	80160
3168-173564-0032_2836-5354-0019.wav	235360
248-130652-0013_5703-47198-0054.wav	230960
254-27760-0033_6415-116629-0033.wav	196400
6081-42010-0009_8629-261140-0016.wav	143680
1502-122619-0021_1553-140048-0033.wav	231920
2391-145015-0043_3240-131231-0016.wav	236800
4214-7146-0000_8123-275193-0023.wav	112000
1502-122619-0020_7794-295948-0005.wav	214160
6848-252323-0027_6476-57446-0047.wav	91760
322-124147-0071_6529-62554-0052.wav	112880
2416-152139-0043_3879-173592-0027.wav	210800
5022-29405-0036_248-130652-0009.wav	217680
5104-33406-0037_1447-130550-0003.wav	197440
6078-54013-0074_125-121124-0043.wav	182880
5322-7678-0026_2817-142371-0024.wav	232160
322-124147-0004_27-123349-0035.wav	160880
1081-125237-0078_446-123501-0011.wav	128960
887-123289-0008_1363-139304-0030.wav	224320
211-122442-0083_1455-134435-0006.wav	58800
5192-19396-0019_625-132112-0011.wav	231760
5192-19396-0030_8312-279790-0020.wav	187760
5652-19215-0019_2182-181173-0023.wav	60880
2002-139469-0032_1355-39947-0072.wav	186800
332-128985-0000_1088-134315-0032.wav	246080
233-134440-0008_27-124992-0061.wav	144240
374-180298-0002_1455-138263-0026.wav	212720
26-495-0059_3214-167606-0007.wav	197520
426-122819-0013_911-128684-0063.wav	216880
4788-91208-0005_3374-298026-0011.wav	244240
60-121082-0054_2989-138028-0011.wav	185040
8975-270782-0052_1334-135589-0051.wav	53680
5750-100289-0050_460-172359-0097.wav	231840
5703-47212-0041_7635-105661-0028.wav	165840
201-122255-0026_8468-294887-0005.wav	130320
2196-170379-0009_198-209-0004.wav	242480
4267-78186-0016_911-128684-0002.wav	214480
412-126975-0013_5322-7680-0026.wav	209360
7800-283492-0005_5049-25947-0039.wav	230320
8629-261139-0002_5808-48608-0052.wav	175120
254-12312-0013_6147-34605-0030.wav	70960
7059-77900-0004_2911-7601-0031.wav	230480
412-126975-0001_200-124139-0014.wav	172560
6529-62556-0028_89-219-0050.wav	223280
2764-36616-0018_6836-61804-0010.wav	220640
909-131041-0013_2836-5354-0046.wav	249920
8014-112602-0004_1088-129236-0009.wav	71920
6367-74004-0009_4441-76263-0021.wav	115440
2691-156745-0009_8312-279790-0038.wav	182080
458-126290-0009_1898-145715-0041.wav	225040
4195-17507-0010_8088-284756-0075.wav	218160
332-128985-0027_26-495-0081.wav	75920
441-130108-0005_4441-76262-0036.wav	192240
8609-262281-0038_1263-138246-0015.wav	213360
6081-41997-0022_26-495-0088.wav	71840
5808-54425-0029_1355-39947-0017.wav	217040
3214-167607-0007_7635-105409-0009.wav	239040
5390-30096-0000_460-172359-0070.wav	98960
4859-26870-0007_887-123289-0018.wav	134000
5688-41232-0060_6147-34606-0000.wav	80160
1334-135589-0029_6064-56165-0008.wav	72880
909-131041-0004_5456-58161-0020.wav	214880
7226-86964-0028_3664-11714-0019.wav	235360
5514-19192-0005_118-47824-0016.wav	243200
196-122150-0030_5561-39621-0003.wav	212240
1723-141149-0099_3879-173592-0043.wav	57040
233-155990-0017_1040-133433-0017.wav	237760
3486-166424-0062_3983-5331-0009.wav	81840
27-123349-0049_6925-80680-0003.wav	182800
